timeframe,raw_bars,feature_rows,after_nan_removal,after_tbm,trend_pullback_signals,after_session_filter,after_regime_filter,after_probability_filter,executed_trades_is,winning_trades_is,losing_trades_is,executed_trades_oos,positive_labels_is,negative_labels_is,neutral_labels_is,positive_labels_oos,negative_labels_oos,neutral_labels_oos,hmm_converged,prob_mean,prob_median,prob_std,brier_score,log_loss,roc_auc,avg_precision,hmm_state_0_occupancy_pct,hmm_state_0_samples,hmm_state_1_occupancy_pct,hmm_state_1_samples,hmm_state_2_occupancy_pct,hmm_state_2_samples
M5,347571,278056,277857,277857,26773,9337,5468,2418,3203,3134,69,1066,115685,114490,47682,28375,29843,11098,True,0.8283275961875916,0.9999033212661743,0.3769741654396057,4.194029568083124e-09,0.00010314846193991965,1.0,1.0,41.82907034913643,116225,35.43081513152449,98447,22.740114519339087,63185
