timeframe,is_median,oos_median,difference,is_mean,oos_mean,is_std,oos_std,confidence_collapse
M15,5.327006147126667e-05,5.1721628551604226e-05,1.5484329196624458e-06,0.45051559805870056,0.449410080909729,0.4974587857723236,0.4973442256450653,False
M5,0.9999033212661743,0.9999021291732788,1.1920928955078125e-06,0.8283275961875916,0.8398226499557495,0.3769741654396057,0.36664336919784546,False
