timeframe,raw_bars,feature_rows,after_nan_removal,after_tbm,trend_pullback_signals,after_session_filter,after_regime_filter,after_probability_filter,executed_trades_is,winning_trades_is,losing_trades_is,executed_trades_oos,positive_labels_is,negative_labels_is,neutral_labels_is,positive_labels_oos,negative_labels_oos,neutral_labels_oos,hmm_converged,prob_mean,prob_median,prob_std,brier_score,log_loss,roc_auc,avg_precision
M15,116101,92881,92682,92682,8107,2995,1963,582,968,952,16,243,20934,20825,50923,4974,5373,12674,False,0.45051559805870056,5.327006147126667e-05,0.4974587857723236,3.065726339457342e-09,0.00010428997885957165,1.0,1.0
