timeframe,dominant_stage,dominant_marginal_loss_pct,explanation
M5,HMM,98.03208125042738,"Dominant bottleneck: HMM stage removes 98.0% of candidates that reached it. This is the marginal loss (relative to survivors of the previous stage), not the total loss versus Generated, so it is not misattributed to signal generation."
