Candidate ID,Strategy,HMM State,Raw Probability,Threshold,Accepted
b0362836537e9b30,unknown,,,,False
096577c5ef878498,unknown,,,,False
e57f6391a55e8302,unknown,,,,False
7e772e599337b87b,unknown,,,,False
972ea0f13e89011a,unknown,,,,False
8830cdc19b2b6e42,unknown,,,,False
bebd17b106e356d6,unknown,,,,False
a8e2afaf7d957803,unknown,,,,False
bdd2c72f584791f4,unknown,,,,False
c2b3d5662bc575c5,unknown,,,,False
dd749f6c628f43c2,unknown,,,,False
c5b22e911b6950d8,unknown,,,,False
5c2c31db0934f010,unknown,,,,False
a1a61cd303d6e34e,unknown,,,,False
dd202117e235638f,unknown,,,,False
59005017b934a59f,unknown,,,,False
5b3398e6ba961961,unknown,,,,False
761d8ce093accbb4,unknown,,,,False
1014585d5dfc01e2,unknown,,,,False
7a4860aea81da201,unknown,,,,False
bfe5feb4c90f9543,unknown,,,,False
246a4d7b71414689,unknown,,,,False
758e5dc93aff92f2,unknown,,,,False
017ce7fac4d4905d,unknown,,,,False
46ee7dcd23745164,unknown,,,,False
5697fdd2aa7e0d57,unknown,,,,False
f6672e23deaa0c75,unknown,,,,False
6b3da0c77c5803aa,unknown,,,,False
dd9fe08928931825,unknown,,,,False
df5ac08a8f919b92,unknown,,,,False
e32a97a10fce87bb,unknown,,,,False
793e64117c5a8d9b,unknown,,,,False
207ab5dd194f5740,unknown,,,,False
39d38bd85d91deac,unknown,,,,False
a6042ea0ba8db0e5,unknown,,,,False
6f260dd280dddee4,unknown,,,,False
9cf1738f8c898517,unknown,,,,False
f42e76787f81aef4,unknown,,,,False
d707618bb4fe7b50,unknown,,,,False
c0cf1773d1052104,unknown,,,,False
a281c5fccf505e29,unknown,,,,False
3ba15580b1f346fb,unknown,,,,False
cc273b13b641c9a9,unknown,,,,False
4d49d711520c58be,unknown,,,,False
d9da161e3769517c,unknown,,,,False
ad5b37e2704af1b9,unknown,,,,False
8b8ab06890bbcae6,unknown,,,,False
793dd11faf44c190,unknown,,,,False
b5b51eaf206577e8,unknown,,,,False
c0a8fbbfec327070,unknown,,,,False
25b557a1f0db19b7,unknown,,,,False
933ab9565fb0fa4d,unknown,,,,False
fa83d20ab8c17c56,unknown,,,,False
f39d0efec58abd15,unknown,,,,False
5578c972f7bb7aef,unknown,,,,False
a7a81013c51db178,unknown,,,,False
90d24604eec5a673,unknown,,,,False
5a0094ba3a906fd4,unknown,,,,False
752b6414d7f9517f,unknown,,,,False
8d8fb398efb4a89d,unknown,,,,False
f9f97f32ac81b515,unknown,,,,False
379c513db29b6353,unknown,,,,False
b4bec1f020ecfcb4,unknown,,,,False
6357502d7de6dcd2,unknown,,,,False
07b27713a1c24d16,unknown,,,,False
6fce693ec7a7b677,unknown,,,,False
c8e035a35d5b5922,unknown,,,,False
4bf2dbb0b5a34910,unknown,,,,False
f8a4dd92f3a7e147,unknown,,,,False
47604975fdcb681e,unknown,,,,False
e0de2488ec6a56f3,unknown,,,,False
adc998a69083fc88,unknown,,,,False
ed92db6263013af7,unknown,,,,False
9812adfc660b60f5,unknown,,,,False
e48cd277e3e0e71e,unknown,,,,False
ebbd15e180d6ed75,unknown,,,,False
105ed1ab27260fd4,unknown,,,,False
4b4d1c9c2cdc8d14,unknown,,,,False
c26d4b80a75f0b63,unknown,,,,False
21b0d2d5fb2a7f85,unknown,,,,False
2c406385d20f2c17,unknown,,,,False
