timeframe,scenario,xgb_threshold,score,win_rate,profit_factor,max_drawdown_pct,n_trades,ending_balance_cents,net_return_pct,relative_score_drop_is_to_oos
M15,IS,0.15,44.53992234043877,0.9834710743801653,79.59834719824981,0.8431726459769837,968,45854.875770963336,2956.9917180642233,0.6153675624168555
M15,OOS,0.15,17.131498898951552,0.9711934156378601,175.64932443622374,3.5342562141470566,243,39378.914452385514,2525.2609634923692,0.6153675624168555
M5,IS,0.15,93.62321836108053,0.9784576959100842,59.5740392863172,0.3058609696768102,3203,64689.98428623803,4212.665619082528,0.5805797750726261
M5,OOS,0.15,39.267471302848456,0.9765478424015009,58.555535656620904,1.6918454657200617,1066,72252.43505423785,4716.829003615861,0.5805797750726261
